3356	680	-1
1273	3356	1
2116	3356	1
2119	3356	1
3302	3356	1
3329	3356	1
3356	4788	-1
3356	5089	-1
3356	5400	-1
3356	5403	-1
3356	5410	-1
3356	5462	-1
3356	5483	-1
3356	5486	-1
3356	6667	-1
3356	6730	-1
3356	6772	-1
3356	6805	-1
3356	6848	-1
3356	6849	-1
3356	7782	-1
3356	8220	-1
3356	8359	-1
3356	8400	-1
3356	8419	-1
3356	8422	-1
3356	8445	-1
3356	8447	-1
3356	8468	-1
3356	8487	-1
3356	8492	-1
3356	8546	-1
3356	8551	-1
3356	8560	-1
3356	8676	-1
3356	8680	-1
3356	8881	-1
3356	8928	-1
3356	8968	-1
3356	9002	-1
3356	9031	-1
3356	9044	-1
3356	9050	-1
3356	9063	-1
3356	9116	-1
3356	9145	-1
3356	9168	-1
3356	9498	-1
3356	9534	-1
12025	3356	1
12220	3356	1
12290	3356	1
12357	3356	1
12496	3356	1
12516	3356	1
12850	3356	1
12883	3356	1
13009	3356	1
13045	3356	1
13101	3356	1
13135	3356	1
13237	3356	1
13307	3356	1
15412	3356	1
15517	3356	1
15598	3356	1
15830	3356	1
15943	3356	1
15958	3356	1
15965	3356	1
15967	3356	1
15989	3356	1
16097	3356	1
18502	3356	1
19170	3356	1
20205	3356	1
20676	3356	1
20712	3356	1
20764	3356	1
20791	3356	1
20811	3356	1
20886	3356	1
20932	3356	1
21155	3356	1
21473	3356	1
22773	3356	1
23089	3356	1
24637	3356	1
24679	3356	1
24828	3356	1
24864	3356	1
25011	3356	1
25061	3356	1
25074	3356	1
25180	3356	1
25220	3356	1
25273	3356	1
25310	3356	1
25447	3356	1
27553	3356	1
28968	3356	1
29014	3356	1
29152	3356	1
29527	3356	1
29606	3356	1
29608	3356	1
29668	3356	1
30447	3356	1
30781	3356	1
31042	3356	1
31361	3356	1
31424	3356	1
32408	3356	1
3356	34119	-1
3356	34171	-1
3356	34177	-1
3356	34304	-1
3356	34309	-1
3356	34437	-1
3356	34606	-1
3356	34655	-1
3356	34660	-1
3356	35297	-1
3356	35320	-1
3356	35819	-1
3356	35908	-1
3356	38966	-1
3356	39093	-1
3356	39111	-1
3356	39756	-1
3356	41448	-1
3356	41707	-1
3356	41973	-1
3356	42567	-1
3356	42652	-1
3356	42656	-1
3356	43311	-1
3356	43376	-1
3356	43560	-1
3356	44283	-1
3356	44494	-1
3356	44788	-1
3356	44815	-1
3356	45204	-1
3356	47797	-1
3356	48957	-1
3356	48966	-1
3356	49024	-1
3356	49544	-1
3356	49692	-1
7569	7574	0
7570	7574	0
7572	7574	0
7571	7574	0
7569	7572	0
7570	7572	0
7571	7572	0
7569	7571	0
7570	7571	0
7569	7570	0
174	9297	-1
4621	9533	-1
7655	7710	-1
7655	7709	-1
7655	7708	-1
7656	7708	-1
7596	7616	-1
9406	9407	1
10227	4621	1
9338	9439	0
9345	9439	0
4621	9486	-1
7540	9520	-1
9416	9539	-1
4621	9546	-1
15412	9304	-1
17479	4621	1
7540	9242	-1
24071	7629	1
174	17726	-1
10232	7540	1
4621	9903	-1
7470	7596	1
1273	9498	-1
6762	9498	-1
17452	9670	1
17408	24031	-1
17408	9346	-1
174	18106	-1
18005	9670	1
174	18119	-1
18119	3257	1
18200	45345	-1
17480	18200	1
7717	9341	-1
1273	4788	-1
132003	23905	1
174	24218	-1
18063	24220	1
24220	38598	-1
15412	24247	-1
1273	24203	-1
24206	4800	1
24206	7717	1
18355	7717	1
24530	7717	1
24538	7717	1
38150	7717	1
38171	7717	1
38211	7717	1
38494	7717	1
38753	7717	1
38768	7717	1
58477	7717	1
58820	7717	1
135468	7717	1
135477	7717	1
136052	7717	1
136834	7717	1
136835	7717	1
136841	7717	1
136842	7717	1
136882	7717	1
137331	7717	1
24474	45170	1
24482	61955	0
38217	45170	-1
45147	9002	1
174	45147	-1
15412	45224	-1
15412	45630	-1
3257	45630	-1
174	17639	-1
45834	47886	1
133398	55536	1
174	55803	-1
174	55685	-1
174	56172	-1
3257	56286	-1
174	58552	-1
58552	9002	1
3257	58601	-1
174	58601	-1
5511	58601	-1
58629	6762	1
133206	59204	-1
135375	137952	-1
131244	13127	1
133206	141034	-1
64313	9002	1
23704	7492	0
136838	174	1
137071	174	1
138322	28910	1
138322	51346	1
24452	7492	0
138608	58820	-1
139240	49544	1
134094	43260	1
134094	174	1
134512	174	1
131675	41108	1
140577	174	1
23633	9601	1
37907	7506	1
23631	23641	1
10021	55894	-1
38652	9601	1
131913	9601	1
63774	9607	1
131945	8220	1
7530	9607	1
266445	61862	-1
41108	57883	-1
174	22937	-1
209114	43252	0
174	267201	-1
174	61595	-1
174	264162	-1
174	268819	-1
3255	50952	0
15645	3255	0
3255	6695	0
3255	5430	0
3255	6805	0
3255	8545	0
31210	3255	0
13307	3255	1
21131	3255	1
25521	3255	1
3255	35409	-1
3255	34251	-1
25282	3255	1
30886	3255	1
3255	39247	-1
24593	3255	1
3255	39084	-1
31725	3255	1
3255	42112	-1
3255	39065	-1
3255	35067	-1
3255	34187	-1
3255	34661	-1
3255	48957	-1
3255	48323	-1
3255	34715	-1
3255	8788	-1
3255	49827	-1
15595	3255	1
3255	39728	-1
12986	3255	1
3255	43764	-1
3255	50392	-1
3255	48533	-1
3255	35362	-1
3255	50012	-1
3255	50325	-1
3255	6723	-1
3255	39512	-1
3255	47702	-1
3255	6702	-1
3255	48117	-1
3255	51858	-1
12687	3255	1
3255	48964	-1
3255	52074	-1
3255	56429	-1
3254	3255	1
3255	34355	-1
3255	39422	-1
3255	39315	-1
3255	39680	-1
3255	49461	-1
15577	3255	1
198720	3255	1
3255	50130	-1
3255	58015	-1
3255	8461	-1
31633	3255	1
3255	39822	-1
3255	47673	-1
20536	3255	1
197522	3255	1
24812	3255	1
2864	3255	1
3255	56522	-1
3255	51500	-1
3255	45043	-1
3255	42504	-1
3255	49824	-1
3255	43656	-1
3255	44340	-1
3255	64490	-1
3255	42563	-1
3255	41323	-1
205127	3255	1
3255	60777	-1
3255	39443	-1
207085	3255	1
205420	3255	1
204461	3255	1
28773	3255	1
3255	39128	-1
204288	3255	1
204540	3255	1
3255	41096	-1
209907	3255	1
3255	58221	-1
204584	3255	1
204889	3255	1
208876	3255	1
208941	3255	1
3255	3279	-1
3255	62384	-1
210327	3255	1
3255	43380	-1
3255	40983	-1
3255	59613	0
3255	60700	-1
212955	3255	1
212825	3255	1
212606	3255	1
3255	42105	-1
3255	41568	-1
212604	3255	1
3261	9205	-1
8339	8437	1
8437	8445	-1
205003	8437	1
16314	8437	1
21039	8437	1
212813	8437	1
29633	8437	1
31374	8437	1
34183	8437	1
48384	8437	1
51184	8437	1
198980	8437	1
202856	8437	1
204081	8437	1
209144	8437	1
212796	8437	1
213080	8437	1
3295	3299	0
3295	8220	1
3267	3351	-1
1120	3212	0
1853	3212	0
2107	3212	0
3209	3212	0
3212	6720	0
3212	8412	0
3212	8445	0
12577	3212	0
13101	3212	0
13237	3212	0
24747	3212	1
25017	3212	1
28682	3212	1
3212	34347	0
3212	42560	-1
3212	56635	-1
3212	41828	-1
3212	56993	-1
196846	3212	1
25066	3212	1
205714	3212	1
5404	8445	1
30971	5404	1
202928	5404	1
5404	6695	0
5404	8422	0
13285	5404	0
39702	5404	0
41692	5404	0
47147	5404	0
2586	6667	1
2586	39823	0
2586	34702	0
2586	50794	0
2586	43958	-1
2586	39632	-1
2586	35407	-1
2586	59725	-1
2586	43883	-1
2586	61189	-1
198068	2586	1
59428	6789	0
49869	6789	0
47764	6789	0
48158	6789	0
42975	6789	1
48330	6789	1
12403	6789	1
47801	6789	1
51522	6789	1
197335	6789	1
197628	6789	1
198338	6789	1
57903	6789	1
197175	6789	1
39248	6789	1
201069	6789	1
204161	6789	1
203451	6789	1
41430	6789	1
203561	6789	1
206962	6789	1
206544	6789	1
205236	6789	1
204791	6789	1
57679	6789	1
210078	6789	1
208397	6789	1
44139	6789	1
213278	6789	1
43282	6789	1
3316	6868	-1
31500	6858	-1
6858	9002	1
20764	6858	-1
50952	6858	0
47541	6858	0
56353	6858	1
48558	6858	1
8303	8881	1
43623	8303	-1
3267	8398	-1
3267	8411	-1
3216	8416	-1
12389	8416	-1
8416	8439	0
48236	8416	1
41798	8430	-1
8430	9198	1
43994	8430	0
12389	8439	-1
203337	8439	1
31133	6850	-1
8419	8676	0
25310	8419	0
25180	8419	0
5089	8419	0
6805	8419	0
8419	9044	0
6667	8419	0
8419	8560	0
13285	8419	0
8419	9145	0
5466	8419	0
6730	8419	0
3209	8419	0
6067	8419	0
25061	8419	0
8419	8871	0
20485	8419	0
34245	8419	0
15830	8419	0
21356	8419	0
6661	8419	0
197419	8419	1
30769	8419	1
48858	5387	-1
43314	5387	-1
3058	5387	0
3267	5387	0
12361	8522	-1
39912	8540	-1
8241	8491	0
8491	9039	0
8331	8491	0
3316	8491	0
5568	8491	0
15835	8491	0
8491	8515	0
3277	8491	0
5429	8491	0
29000	8491	1
48201	8491	1
8359	8580	-1
200121	8580	1
204048	8580	1
3267	8623	-1
24626	8623	-1
5511	8677	-1
6695	8677	0
6661	8677	0
5630	8677	1
12687	3319	-1
3218	5386	0
15835	5386	-1
49834	5386	1
286	8763	0
680	8763	0
3209	8763	0
5089	8763	0
5430	8763	0
5466	8763	0
6661	8763	0
6667	8763	0
6695	8763	0
6724	8763	0
6730	8763	0
6735	8763	0
6805	8763	0
8422	8763	0
8447	8763	0
8469	8763	0
8560	8763	0
8648	8763	0
8763	8859	0
8763	8879	0
8763	8881	0
8763	8928	0
8763	9044	0
8763	9063	0
8763	9145	0
12306	8763	0
12312	8763	0
12337	8763	0
12859	8763	0
12897	8763	0
13101	8763	0
15598	8763	0
15743	8763	0
16097	8763	0
20676	8763	0
21263	8763	0
21385	8763	0
21473	8763	0
33843	8763	0
34309	8763	0
41692	8763	0
5381	60130	-1
15645	6846	0
16007	6846	1
24579	6846	1
29436	6846	1
31210	6846	0
39422	6846	1
41888	6846	1
42112	6846	1
42134	6846	1
56543	6846	1
197978	6846	1
203477	6846	1
205364	6846	1
3303	8803	-1
2118	3277	0
3277	8492	0
15835	3277	0
20807	3277	0
29329	3277	0
3277	35807	0
3277	39087	0
3277	44050	0
3277	45029	0
3277	8331	0
3277	8515	0
29319	3277	0
3267	3277	-1
